dim_0,dim_1,dim_2
-2.9186298847198486,2.557877540588379,0.05154196545481682
-2.970286438588997,2.509121008329443,0.04703161180588558
-2.9702863693237305,2.5091209411621094,0.04703161120414734
-3.020872274849996,2.4591444957491873,0.04319512132769256
-3.0208723545074463,2.4591445922851562,0.04319512099027634
-3.0703758396285203,2.4079649129263863,0.03993295941971605
-3.070375919342041,2.4079649448394775,0.03993295878171921
-3.1187836982514225,2.35559903121497,0.03715973350174715
-3.118783712387085,2.3555989265441895,0.03715973347425461
-3.1660812588671883,2.3020641265853086,0.03480229845702566
-3.166081190109253,2.3020641803741455,0.03480229899287224
-3.2122529799978574,2.2473782145372785,0.03279809214513388
-3.2122530937194824,2.24737811088562,0.03279809281229973
-3.2572827970734033,2.191559083558013,0.031093682890159312
-3.2572827339172363,2.191559076309204,0.03109368309378624
-3.3011534040517456,2.1346255063646282,0.029643502846689165
-3.3011534214019775,2.1346254348754883,0.029643502086400986
-3.343847640871351,2.07659625417559,0.028408744885785625
-3.3438477516174316,2.076596260070801,0.028408745303750038
-3.3853477721391214,2.0174908292330436,0.027356406967156757
-3.385347843170166,2.017490863800049,0.027356406673789024
-3.4256356979650375,1.9573289815568515,0.026458455992301587
-3.425635814666748,1.9573290348052979,0.026458455249667168
-3.464693420147901,1.8961309388729886,0.025691115217809302
-3.464693307876587,1.896130919456482,0.025691114366054535
-3.5025025496392397,1.833917296643106,0.025034242229997512
-3.50250244140625,1.833917260169983,0.025034241378307343
-3.5390452532722074,1.7707092383988041,0.02447079398860799
-3.5390453338623047,1.7707092761993408,0.024470793083310127
-3.574303764707444,1.7065284257355364,0.02398636723402106
-3.5743038654327393,1.7065284252166748,0.023986367508769035
-3.6082601327843675,1.6413967638511413,0.023568805092052822
-3.608260154724121,1.6413967609405518,0.023568805307149887
-3.6408966980392474,1.5753367510560656,0.023207855273402536
-3.640896797180176,1.5753366947174072,0.023207854479551315
-3.6721963200868677,1.5083712347332185,0.022894882989886324
-3.672196388244629,1.5083712339401245,0.022894883528351784
-3.7021419003492744,1.4405236602740747,0.022622626019923344
-3.7021420001983643,1.440523624420166,0.022622626274824142
-3.730716846912071,1.3718177025824438,0.02238497702552246
-3.7307169437408447,1.371817708015442,0.022384976968169212
-3.7579048395336385,1.302277629880534,0.02217680902307381
-3.7579047679901123,1.302277684211731,0.02217680960893631
-3.7836898215316914,1.2319280644169055,0.021993821763711018
-3.7836897373199463,1.2319281101226807,0.02199382148683071
-3.8080564736369853,1.1607939729409682,0.021832408772881257
-3.808056354522705,1.1607940196990967,0.021832408383488655
-3.8309897373404613,1.0889007959450332,0.02168955163818054
-3.8309898376464844,1.0889008045196533,0.021689550951123238
-3.8524752871514636,1.0162743184674845,0.021562723694585884
-3.85247540473938,1.016274333000183,0.021562723442912102
-3.8724988161961447,0.9429408041060424,0.02144981311039656
-3.8724987506866455,0.9429408311843872,0.02144981361925602
-3.8910465090949145,0.8689268658145701,0.02134905509888759
-3.8910465240478516,0.8689268827438354,0.02134905569255352
-3.9081055174693256,0.7942594563605756,0.021258975206603695
-3.9081056118011475,0.7942594289779663,0.021258974447846413
-3.9236632438055987,0.7189658826685785,0.0211783425374917
-3.9236631393432617,0.7189658880233765,0.021178342401981354
-3.9377073430558798,0.6430739254913982,0.02110613365049886
-3.9377074241638184,0.6430739164352417,0.021106133237481117
-3.9502266704866043,0.5666115809822144,0.02104149318026917
-3.9502267837524414,0.5666115880012512,0.021041493862867355
-3.961210092898966,0.489607264082602,0.020983710780465136
-3.961210012435913,0.4896072745323181,0.020983710885047913
-3.9706469623660245,0.41208967931049145,0.020932192917901587
-3.970646858215332,0.41208967566490173,0.020932193845510483
-3.978527593261641,0.3340878411239451,0.020886448575320984
-3.978527545928955,0.3340878486633301,0.02088644914329052
-3.9848427856411783,0.2556311133970617,0.02084606770694768
-3.9848427772521973,0.25563111901283264,0.020846066996455193
-3.9895838232108662,0.17674911967505813,0.02081071031238333
-3.989583730697632,0.176749125123024,0.02081071026623249
-3.9927424740188604,0.09747178805007248,0.020780097085086283
-3.9927425384521484,0.09747178852558136,0.02078009769320488
-3.994311466291887,0.017829311693335112,0.020753995311645096
-3.994311571121216,0.01782931201159954,0.020753994584083557
-3.994283773118105,-0.06214783867997932,0.020732211387010226
-3.994283676147461,-0.0621478371322155,0.0207322109490633
-3.992652850446021,-0.14242893641584553,0.02071458912848527
-3.9926528930664062,-0.1424289345741272,0.020714588463306427
-3.989413351808387,-0.22298302073023474,0.0207009987147674
-3.989413261413574,-0.22298301756381989,0.020700998604297638
-3.9845599360641697,-0.3037788915185891,0.020691335571116284
-3.984560012817383,-0.30377888679504395,0.020691335201263428
-3.978088459075547,-0.38478513511191903,0.0206855137562103
-3.97808837890625,-0.38478514552116394,0.02068551443517208
-3.969994781074269,-0.465970139653345,0.02068346639501505
-3.9699947834014893,-0.46597012877464294,0.020683465525507927
-3.960275959760095,-0.5473020479343159,0.02068513754562589
-3.960275888442993,-0.5473020672798157,0.020685138180851936
-3.9489292936719713,-0.6287489028224924,0.020690488692969692
-3.9489293098449707,-0.628748893737793,0.020690489560365677
-3.935953040942446,-0.710278467139422,0.020699487731554167
-3.935953140258789,-0.7102784514427185,0.02069948799908161
